Color,Quality,Volatile Acidity,Density,Alcohol,pH,Residual Sugar,Sulphates,Chlorides
white,5,0.44,1.0,9.5,3.05,12.1,0.5,0.06
white,5,0.44,1.0,9.5,3.05,12.1,0.5,0.06
white,5,0.44,1.0,9.5,3.05,12.1,0.5,0.06
white,5,0.34,1.0,9.5,3.01,8.9,0.58,0.1
white,5,0.24,1.0,9.5,3.12,8.2,0.5,0.05
white,5,0.26,1.0,9.5,3.16,7.7,0.5,0.06
white,5,0.24,1.0,9.5,3.12,8.2,0.5,0.05
white,5,0.24,1.0,9.5,3.12,8.2,0.5,0.05
white,5,0.25,0.99,9.5,2.89,2.5,0.48,0.05
white,5,0.26,0.99,9.5,2.89,2.6,0.49,0.05
white,5,0.34,0.99,9.5,3.21,1.4,0.41,0.05
white,5,0.2,0.99,9.5,3.21,5.3,0.43,0.08
white,5,0.26,1.0,9.5,3.23,8.2,0.48,0.05
white,5,0.3,1.0,9.5,3.22,7.7,0.48,0.05
white,5,0.31,1.0,9.5,3.14,11.2,0.4,0.05
white,5,0.31,1.0,9.5,3.14,11.2,0.4,0.05
white,5,0.35,0.99,9.5,3.16,2.1,0.5,0.05
white,5,0.26,1.0,9.5,3.23,8.2,0.48,0.05
white,5,0.33,0.99,9.5,2.9,6.3,0.49,0.09
white,5,0.34,1.0,9.5,3.18,8.2,0.48,0.04
white,5,0.27,1.0,9.5,3.18,8.1,0.48,0.04
white,5,0.27,1.0,9.5,3.18,8.3,0.48,0.05
white,5,0.26,1.0,9.5,3.18,8.0,0.47,0.05
white,5,0.27,1.0,9.5,3.18,8.3,0.48,0.05
white,5,0.38,0.99,9.5,3.18,2.4,0.6,0.14
white,5,0.23,0.99,9.5,3.07,1.3,0.55,0.06
white,5,0.28,1.0,9.5,3.24,7.8,0.39,0.05
white,5,0.25,1.0,9.5,3.18,11.6,0.52,0.04
white,5,0.21,1.0,9.5,2.9,1.3,0.64,0.04
white,5,0.16,0.99,9.5,3.07,1.6,0.32,0.04
white,5,0.35,1.0,9.5,3.14,6.5,0.44,0.06
white,5,0.33,1.0,9.5,3.14,7.0,0.42,0.05
white,5,0.41,0.99,9.5,3.24,2.8,0.35,0.05
white,5,0.23,1.0,9.5,3.27,5.6,0.76,0.04
white,5,0.24,1.0,9.5,3.17,7.7,0.38,0.04
white,5,0.19,0.99,9.5,2.85,2.1,0.46,0.05
white,5,0.21,0.99,9.5,2.85,2.2,0.45,0.05
white,5,0.14,1.0,9.5,2.98,1.5,0.62,0.05
white,5,0.31,1.0,9.5,3.18,15.4,0.45,0.05
white,5,0.28,1.0,9.5,3.22,11.5,0.56,0.04
white,5,0.33,1.0,9.5,3.77,1.3,0.64,0.04
white,5,0.24,1.0,9.5,3.36,12.3,0.4,0.05
white,5,0.24,1.0,9.5,3.36,12.3,0.4,0.05
white,5,0.17,0.99,9.5,3.14,1.5,0.58,0.05
white,5,0.23,1.0,9.5,3.23,7.1,0.34,0.05
white,5,0.24,1.0,9.5,3.31,11.5,0.45,0.05
white,5,0.29,1.0,9.5,3.05,10.7,0.61,0.05
white,5,0.24,1.0,9.5,3.31,11.4,0.45,0.05
white,5,0.25,1.0,9.5,3.19,11.6,0.5,0.05
white,5,0.32,0.99,9.5,3.07,1.8,0.38,0.04
white,5,0.26,1.0,9.5,3.31,4.0,0.68,0.08
white,5,0.26,1.0,9.5,3.3,4.1,0.67,0.07
white,5,0.25,1.0,9.5,3.34,13.3,0.42,0.04
white,5,0.21,1.0,9.5,2.95,8.6,0.52,0.06
white,5,0.21,1.0,9.5,2.95,8.6,0.52,0.06
white,5,0.25,1.0,9.5,3.35,12.4,0.38,0.05
white,5,0.24,1.0,9.5,3.03,11.0,0.61,0.03
white,5,0.28,1.0,9.5,3.34,17.75,0.48,0.04
white,5,0.24,1.0,9.5,3.15,13.1,0.5,0.05
white,5,0.29,1.0,9.5,3.33,12.6,0.42,0.04
white,5,0.21,1.0,9.5,3.25,12.1,0.39,0.04
white,5,0.25,0.99,9.5,3.1,1.3,0.51,0.06
red,5,0.44,1.0,9.5,3.3,2.8,0.6,0.08
red,5,0.5,0.99,9.5,3.36,1.4,0.45,0.06
red,5,0.5,1.0,9.5,3.05,2.5,0.64,0.07
red,5,0.5,0.99,9.5,3.36,1.4,0.45,0.06
red,5,0.5,1.0,9.5,3.18,2.2,0.62,0.12
red,5,0.66,1.0,9.5,3.34,1.8,0.39,0.08
red,5,0.66,1.0,9.5,3.34,1.8,0.39,0.08
red,5,0.67,1.0,9.5,3.39,1.6,0.54,0.19
red,5,0.64,1.0,9.5,3.28,5.4,0.5,0.17
red,5,0.5,0.99,9.5,3.36,1.4,0.45,0.06
red,5,0.78,1.0,9.5,3.36,3.3,0.49,0.09
red,5,0.63,1.0,9.5,3.2,4.3,0.45,0.09
red,5,0.63,1.0,9.5,3.2,4.3,0.45,0.09
red,5,0.46,1.0,9.5,3.18,2.0,0.62,0.06
red,5,0.43,1.0,9.5,3.23,2.4,0.64,0.09
red,5,0.52,1.0,9.5,3.26,2.7,0.61,0.09
red,5,0.7,1.0,9.5,3.0,1.8,1.59,0.36
red,5,0.19,0.99,9.5,3.32,1.7,0.44,0.04
red,5,0.37,1.0,9.5,3.18,2.0,0.51,0.08
red,5,0.56,1.0,9.5,3.37,2.4,0.62,0.08
red,5,0.63,1.0,9.5,3.19,1.7,0.62,0.1
red,5,0.61,1.0,9.5,3.19,2.4,0.59,0.07
red,5,0.59,1.0,9.5,3.46,2.3,0.63,0.07
red,5,0.59,1.0,9.5,3.46,2.3,0.63,0.07
red,5,0.38,1.0,9.5,3.33,2.0,0.47,0.08
red,5,0.43,1.0,9.5,3.4,2.1,0.64,0.08
red,5,0.39,1.0,9.5,3.16,2.3,0.49,0.09
red,5,0.39,1.0,9.5,3.16,2.3,0.49,0.09
red,5,0.45,1.0,9.5,3.38,2.4,0.62,0.08
red,5,0.43,1.0,9.5,3.4,2.1,0.64,0.08
red,5,0.66,1.0,9.5,3.43,1.4,0.58,0.1
red,5,0.42,1.0,9.5,3.02,4.6,0.61,0.07
red,5,0.62,1.0,9.5,3.51,2.7,0.54,0.08
red,5,0.56,1.0,9.5,3.19,1.8,0.93,0.1
red,5,0.57,1.0,9.5,3.38,2.1,0.69,0.12
red,5,0.56,1.0,9.5,3.19,1.8,0.93,0.1
red,5,0.65,1.0,9.5,3.29,2.9,0.55,0.09
red,5,0.65,1.0,9.5,3.29,2.9,0.55,0.09
red,5,0.96,1.0,9.5,3.26,2.1,0.5,0.11
red,5,0.62,1.0,9.5,3.34,3.8,0.53,0.08
red,5,0.39,1.0,9.5,3.14,2.1,1.22,0.11
white,5,0.31,1.0,9.5,3.22,7.5,0.5,0.04
red,5,0.6,1.0,9.5,3.45,2.7,0.62,0.1
white,5,0.3,1.0,9.5,3.32,4.6,0.6,0.06
red,5,0.67,1.0,9.5,3.48,1.8,0.52,0.05
red,5,0.29,1.0,9.5,3.25,1.6,0.58,0.11
white,5,0.24,1.0,9.5,3.13,10.1,0.35,0.05
red,5,0.35,1.0,9.5,3.21,2.3,0.5,0.08
red,5,0.71,1.0,9.5,3.44,2.6,0.53,0.08
red,5,0.56,1.0,9.5,3.38,3.0,0.61,0.09
white,5,0.24,1.0,9.5,3.13,10.1,0.35,0.05
red,5,0.5,1.0,9.5,3.39,1.6,0.48,0.08
red,5,0.69,1.0,9.5,3.31,1.9,0.48,0.08
red,5,0.67,1.0,9.5,3.32,2.1,0.48,0.09
red,5,0.68,1.0,9.5,3.45,2.3,0.53,0.09
red,5,0.52,1.0,9.5,3.23,1.9,0.54,0.08
red,5,0.35,1.0,9.5,3.21,2.3,0.5,0.08
red,5,0.43,1.0,9.5,3.17,1.6,0.91,0.11
red,5,0.63,1.0,9.5,3.22,6.7,0.56,0.24
red,5,0.43,1.0,9.5,3.28,1.9,0.55,0.08
red,5,0.43,1.0,9.5,3.28,1.9,0.55,0.08
red,5,0.66,1.0,9.5,3.46,3.9,0.54,0.09
red,5,0.31,1.0,9.5,2.94,2.2,1.62,0.05
red,5,0.57,1.0,9.5,3.46,1.8,0.68,0.07
red,5,0.57,1.0,9.5,3.46,1.8,0.68,0.07
red,5,0.6,1.0,9.5,3.53,2.5,0.55,0.08
red,5,0.39,1.0,9.5,3.13,2.7,0.51,0.1
red,5,0.96,1.0,9.5,3.26,2.1,0.5,0.11
red,5,0.65,1.0,9.5,3.29,2.9,0.55,0.09
red,5,0.62,1.0,9.5,3.51,2.7,0.54,0.08
red,5,0.45,1.0,9.5,3.55,2.7,0.6,0.08
red,5,0.58,1.0,9.5,3.23,3.0,0.59,0.08
red,5,0.6,1.0,9.5,3.53,2.5,0.55,0.08
red,5,0.53,1.0,9.5,3.21,2.6,0.57,0.08
red,5,0.43,1.0,9.5,3.17,1.6,0.91,0.11
red,5,0.69,1.0,9.5,3.33,2.2,0.51,0.07
red,5,0.41,1.0,9.5,3.28,1.8,0.59,0.08
red,5,0.61,1.0,9.5,3.19,2.4,0.59,0.07
white,5,0.17,1.0,9.5,2.87,15.1,0.47,0.03
white,5,0.17,1.0,9.5,2.87,15.1,0.47,0.03
white,5,0.46,1.0,9.5,3.06,10.1,0.62,0.17
white,5,0.33,1.0,9.5,3.06,15.6,0.68,0.05
white,5,0.33,1.0,9.5,3.06,15.6,0.68,0.05
white,5,0.33,1.0,9.5,3.06,15.6,0.68,0.05
white,5,0.33,1.0,9.5,3.06,15.6,0.68,0.05
white,5,0.33,1.0,9.5,3.06,15.6,0.68,0.05
white,5,0.25,0.99,9.5,3.16,1.35,0.53,0.06
white,5,0.33,1.0,9.5,3.39,7.8,0.65,0.05
white,5,0.33,1.0,9.5,3.39,7.8,0.65,0.05
white,5,0.17,0.99,9.5,3.09,4.5,0.47,0.04
white,5,0.19,0.99,9.5,3.32,1.7,0.44,0.04
white,5,0.23,1.0,9.5,3.16,8.5,0.49,0.04
white,5,0.41,0.99,9.5,3.16,0.9,0.42,0.03
white,5,0.26,1.0,9.5,3.26,11.75,0.55,0.04
white,5,0.29,1.0,9.5,3.16,7.7,0.52,0.05
white,5,0.3,1.0,9.5,3.22,6.6,0.47,0.04
white,5,0.25,0.99,9.5,3.11,1.4,0.42,0.06
white,5,0.25,0.99,9.5,3.11,1.4,0.42,0.06
white,5,0.39,0.99,9.5,3.08,1.2,0.53,0.22
red,5,0.78,1.0,9.5,3.23,1.9,0.59,0.09
red,5,0.61,1.0,9.5,3.42,1.5,0.6,0.06
red,5,0.35,1.0,9.5,3.27,1.9,0.58,0.07
red,5,0.28,1.0,9.5,3.25,2.7,0.63,0.1
red,5,0.72,1.0,9.5,3.4,2.6,0.53,0.1
red,5,0.68,1.0,9.5,3.38,1.9,0.52,0.08
red,5,0.76,1.0,9.5,3.19,1.8,0.5,0.11
red,5,0.63,1.0,9.5,3.28,3.8,0.61,0.1
red,5,0.73,1.0,9.5,3.2,1.7,0.52,0.07
red,5,1.24,1.0,9.5,3.15,2.0,0.53,0.08
red,5,0.73,1.0,9.5,3.2,1.7,0.52,0.07
red,5,0.72,1.0,9.5,3.23,1.8,0.77,0.09
red,5,0.56,1.0,9.5,3.33,2.1,0.54,0.08
red,5,0.56,1.0,9.5,3.32,2.0,0.54,0.08
red,5,0.5,1.0,9.5,3.35,1.5,0.78,0.08
red,5,0.38,1.0,9.5,3.33,2.0,0.47,0.08
red,5,0.5,1.0,9.5,3.2,2.0,0.55,0.08
red,5,0.47,1.0,9.5,3.08,2.4,0.46,0.07
red,5,0.72,1.0,9.5,3.23,1.8,0.77,0.09
white,5,0.37,1.0,9.5,3.22,7.6,0.48,0.03
white,5,0.34,1.0,9.5,3.11,6.9,0.53,0.07
red,5,0.58,1.0,9.5,3.13,1.9,0.55,0.08
red,5,0.53,1.0,9.5,3.3,2.4,0.6,0.08
red,5,0.5,1.0,9.5,3.36,1.5,0.79,0.08
red,5,0.49,1.0,9.5,3.2,1.9,0.55,0.08
white,5,0.43,1.0,9.5,3.02,10.0,0.64,0.17
white,5,0.48,1.0,9.4,3.07,9.4,0.61,0.05
white,5,0.28,1.0,9.4,3.18,7.9,0.52,0.06
white,5,0.35,1.0,9.4,3.18,10.2,0.49,0.07
white,5,0.35,1.0,9.4,3.04,8.8,0.47,0.06
white,5,0.32,1.0,9.4,3.2,7.2,0.46,0.05
white,5,0.24,0.99,9.4,3.21,1.6,0.5,0.05
white,5,0.35,1.0,9.4,3.04,8.8,0.47,0.06
white,5,0.33,0.99,9.4,3.12,0.8,0.62,0.18
white,5,0.26,1.0,9.4,3.33,12.5,0.43,0.03
white,5,0.27,1.0,9.4,3.4,16.7,0.45,0.04
white,5,0.28,0.99,9.4,3.15,1.9,0.38,0.05
white,5,0.28,0.99,9.4,3.15,1.9,0.38,0.05
white,5,0.32,1.0,9.4,3.08,10.7,0.6,0.05
white,5,0.27,0.99,9.4,3.12,4.5,0.48,0.24
white,5,0.21,1.0,9.4,2.99,8.0,0.59,0.06
white,5,0.3,0.99,9.4,3.18,4.8,0.47,0.17
white,5,0.18,0.99,9.4,3.3,5.4,0.43,0.05
white,5,0.38,1.0,9.4,3.1,13.6,0.54,0.04
white,5,0.38,1.0,9.4,3.1,13.6,0.54,0.04
white,5,0.4,1.0,9.4,3.1,13.7,0.52,0.04
white,5,0.45,1.0,9.4,3.04,9.7,0.48,0.08
white,5,0.46,1.0,9.4,3.08,16.7,0.56,0.05
white,5,0.31,1.0,9.4,3.06,14.2,0.59,0.04
white,5,0.26,0.99,9.4,3.58,1.0,0.48,0.04
white,5,0.24,1.0,9.4,3.2,15.4,0.69,0.05
white,5,0.24,1.0,9.4,3.2,15.4,0.69,0.05
white,5,0.34,1.0,9.4,2.96,10.4,0.57,0.11
white,5,0.29,1.0,9.4,3.21,7.9,0.36,0.04
white,5,0.46,1.0,9.4,3.11,13.7,0.53,0.04
white,5,0.23,1.0,9.4,3.12,8.1,0.49,0.05
white,5,0.32,1.0,9.4,3.18,7.3,0.49,0.17
white,5,0.21,1.0,9.4,3.25,15.7,0.76,0.04
white,5,0.21,1.0,9.4,3.25,15.7,0.76,0.04
white,5,0.21,1.0,9.4,3.25,15.7,0.76,0.04
white,5,0.42,1.0,9.4,3.08,15.4,0.54,0.04
white,5,0.29,0.99,9.4,3.1,6.5,0.4,0.21
white,5,0.58,1.0,9.4,3.13,10.4,0.4,0.09
white,5,0.24,1.0,9.4,3.1,12.3,0.67,0.05
white,5,0.24,1.0,9.4,3.1,12.3,0.67,0.05
white,5,0.4,1.0,9.4,3.22,8.8,0.45,0.05
white,5,0.56,1.0,9.4,3.28,10.0,0.52,0.04
white,5,0.56,1.0,9.4,3.21,10.9,0.44,0.06
white,5,0.56,1.0,9.4,3.28,10.0,0.52,0.04
white,5,0.2,0.99,9.4,3.23,4.5,0.36,0.04
white,5,0.22,1.0,9.4,3.25,15.5,0.77,0.05
white,5,0.29,1.0,9.4,3.21,7.9,0.36,0.04
white,5,0.29,1.0,9.4,3.21,7.9,0.36,0.04
white,5,0.34,0.99,9.4,3.02,5.0,0.53,0.04
white,5,0.34,0.99,9.4,3.02,5.0,0.53,0.04
white,5,0.4,1.0,9.4,3.08,12.9,0.49,0.03
white,5,0.4,1.0,9.4,3.08,12.9,0.49,0.03
white,5,0.4,1.0,9.4,3.08,12.9,0.49,0.03
white,5,0.4,1.0,9.4,3.08,12.9,0.49,0.03
white,5,0.12,1.0,9.4,3.29,4.9,0.41,0.06
white,5,0.38,0.99,9.4,3.15,3.4,0.41,0.05
white,5,0.37,0.99,9.4,3.32,2.0,0.54,0.06
white,5,0.33,1.0,9.4,3.16,12.4,0.39,0.06
white,5,0.38,0.99,9.4,3.15,3.4,0.41,0.05
white,5,0.33,1.0,9.4,3.16,12.4,0.39,0.06
white,5,0.32,1.0,9.4,3.13,1.6,0.34,0.05
white,5,0.32,1.0,9.4,3.13,1.6,0.34,0.05
white,5,0.22,1.0,9.4,2.94,15.1,0.35,0.05
white,5,0.39,1.0,9.4,3.2,5.3,0.48,0.17
white,5,0.22,1.0,9.4,2.94,15.1,0.35,0.05
white,5,0.31,1.0,9.4,3.04,10.5,0.35,0.04
white,5,0.25,0.99,9.4,3.08,1.2,0.34,0.06
white,5,0.26,1.0,9.4,3.31,9.2,0.38,0.04
white,5,0.26,1.0,9.4,3.31,9.2,0.38,0.04
white,5,0.28,1.0,9.4,3.31,17.5,0.44,0.04
white,5,0.39,1.0,9.4,3.09,10.6,0.57,0.04
white,5,0.12,1.0,9.4,3.4,9.6,0.41,0.05
white,5,0.12,1.0,9.4,3.4,9.6,0.41,0.05
white,5,0.33,1.0,9.4,3.19,1.5,0.46,0.05
white,5,0.28,1.0,9.4,3.09,6.8,0.46,0.04
white,5,0.21,1.0,9.4,3.34,7.5,0.55,0.07
white,5,0.21,1.0,9.4,3.34,12.1,0.39,0.05
white,5,0.29,1.0,9.4,3.09,13.3,0.45,0.05
white,5,0.49,0.99,9.4,3.17,1.2,0.51,0.05
white,5,0.26,1.0,9.4,3.35,18.2,0.44,0.05
white,5,0.41,1.0,9.4,3.2,10.1,0.52,0.04
white,5,0.29,1.0,9.4,3.09,13.3,0.45,0.05
white,5,0.3,1.0,9.4,3.07,6.6,0.48,0.12
white,5,0.3,1.0,9.4,3.07,6.6,0.48,0.12
white,5,0.31,1.0,9.4,3.04,10.5,0.35,0.04
white,5,0.23,1.0,9.4,3.28,12.9,0.39,0.05
white,5,0.41,1.0,9.4,3.2,10.1,0.52,0.04
white,5,0.18,0.99,9.4,3.35,4.2,0.39,0.04
white,5,0.35,1.0,9.4,2.98,12.2,0.65,0.05
white,5,0.26,1.0,9.4,3.2,8.2,0.51,0.05
red,5,0.41,1.0,9.4,3.06,1.8,1.26,0.61
red,5,0.65,1.0,9.4,3.38,7.0,0.77,0.09
red,5,0.36,1.0,9.4,3.04,2.2,1.05,0.15
red,5,0.72,1.0,9.4,3.31,2.4,0.64,0.08
red,5,0.62,1.0,9.4,3.36,2.2,0.52,0.08
red,5,0.52,1.0,9.4,3.2,1.5,0.52,0.1
red,5,0.47,1.0,9.4,3.3,3.0,0.53,0.08
red,5,0.52,1.0,9.4,3.2,1.5,0.52,0.1
red,5,0.43,1.0,9.4,3.13,1.9,1.28,0.46
red,5,0.63,1.0,9.4,3.09,2.4,0.57,0.08
red,5,0.63,1.0,9.4,3.09,2.4,0.57,0.08
red,5,0.4,1.0,9.4,3.22,2.5,0.55,0.08
red,5,0.36,1.0,9.4,3.04,2.2,1.06,0.15
red,5,0.39,1.0,9.4,3.16,1.7,0.49,0.1
red,5,0.34,1.0,9.4,3.45,2.0,0.48,0.08
red,5,0.34,1.0,9.4,3.45,2.0,0.48,0.08
red,5,0.35,1.0,9.4,3.15,2.5,0.43,0.09
red,5,0.54,1.0,9.4,3.39,2.3,0.62,0.07
red,5,0.54,1.0,9.4,3.39,2.3,0.62,0.07
red,5,0.6,1.0,9.4,3.37,7.3,0.49,0.07
red,5,0.59,1.0,9.4,3.37,7.2,0.49,0.07
red,5,0.36,1.0,9.4,3.44,1.6,0.5,0.08
red,5,0.39,1.0,9.4,3.16,1.7,0.49,0.1
red,5,0.76,1.0,9.4,3.1,2.3,0.55,0.06
red,5,0.74,1.0,9.4,3.14,5.8,0.55,0.11
red,5,0.44,1.0,9.4,3.01,1.9,1.1,0.37
red,5,0.46,1.0,9.4,3.15,2.6,0.51,0.09
red,5,0.7,1.0,9.4,3.19,2.0,0.7,0.1
red,5,0.34,1.0,9.4,3.18,2.8,0.64,0.16
red,5,0.7,1.0,9.4,3.51,1.9,0.56,0.08
red,5,0.48,1.0,9.4,3.32,2.8,0.62,0.08
red,5,0.57,1.0,9.4,3.27,2.3,0.55,0.08
red,5,0.66,1.0,9.4,3.4,1.6,0.47,0.04
red,5,0.68,1.0,9.4,3.28,2.4,0.55,0.08
red,5,0.66,1.0,9.4,3.51,1.8,0.56,0.08
red,5,0.72,1.0,9.4,3.29,2.35,0.45,0.07
red,5,0.6,1.0,9.4,3.3,1.6,0.46,0.07
red,5,0.98,1.0,9.4,3.25,2.3,0.48,0.08
red,5,0.43,1.0,9.4,3.34,2.3,0.46,0.08
red,5,0.62,1.0,9.4,3.16,1.9,0.7,0.15
red,5,0.49,1.0,9.4,3.33,2.2,0.48,0.07
red,5,0.47,1.0,9.4,3.31,2.7,0.61,0.08
red,5,0.38,1.0,9.4,3.3,1.8,1.05,0.16
red,5,0.59,1.0,9.4,3.14,2.9,0.54,0.09
red,5,0.69,1.0,9.4,3.36,3.2,0.45,0.08
red,5,0.74,1.0,9.4,3.41,2.2,0.6,0.08
red,5,0.67,1.0,9.4,3.44,2.3,0.54,0.08
red,5,0.68,1.0,9.4,3.32,1.6,0.47,0.09
red,5,0.67,1.0,9.4,3.16,1.8,1.14,0.4
red,5,0.63,1.0,9.4,3.26,5.1,0.77,0.11
red,5,0.68,1.0,9.4,3.28,2.0,0.62,0.09
red,5,0.38,1.0,9.4,3.2,3.0,0.56,0.08
red,5,0.61,1.0,9.4,3.25,4.0,0.51,0.08
red,5,0.71,1.0,9.4,3.47,1.9,0.55,0.08
red,5,0.54,1.0,9.4,3.39,2.5,0.61,0.1
red,5,0.33,1.0,9.4,3.3,2.6,0.48,0.08
red,5,0.49,1.0,9.4,3.17,2.3,0.53,0.08
red,5,0.43,1.0,9.4,3.34,2.3,0.46,0.08
white,5,0.32,1.0,9.4,3.05,12.9,0.66,0.04
white,5,0.41,0.99,9.4,3.17,4.9,0.49,0.16
white,5,0.43,0.99,9.4,3.17,5.0,0.49,0.16
white,5,0.22,1.0,9.4,3.45,12.05,0.45,0.06
white,5,0.4,1.0,9.4,3.22,8.8,0.45,0.05
white,5,0.28,1.0,9.4,3.14,8.2,0.48,0.04
white,5,0.28,1.0,9.4,3.14,7.0,0.48,0.05
white,5,0.38,1.0,9.4,3.31,9.2,0.56,0.06
white,5,0.38,1.0,9.4,3.31,9.2,0.56,0.06
white,5,0.28,1.0,9.4,3.14,8.2,0.48,0.04
white,5,0.28,1.0,9.4,3.14,7.0,0.48,0.05
white,5,0.33,1.0,9.4,2.98,8.7,0.57,0.13
white,5,0.33,1.0,9.4,2.98,8.7,0.57,0.13
white,5,0.3,1.0,9.4,3.22,7.2,0.48,0.04
white,5,0.27,1.0,9.4,3.18,10.0,0.5,0.04
white,5,0.3,1.0,9.4,3.19,7.8,0.5,0.04
white,5,0.36,1.0,9.4,3.07,10.1,0.4,0.05
white,5,0.36,1.0,9.4,3.07,10.1,0.4,0.05
white,5,0.33,0.99,9.4,3.21,4.8,0.48,0.05
white,5,0.33,0.99,9.4,3.21,4.8,0.48,0.05
white,5,0.36,1.0,9.4,3.07,11.3,0.46,0.05
white,5,0.27,1.0,9.4,3.18,11.1,0.67,0.05
white,5,0.26,1.0,9.4,3.31,15.3,0.61,0.03
white,5,0.28,1.0,9.4,3.22,8.3,0.46,0.04
white,5,0.27,1.0,9.4,3.21,8.4,0.47,0.04
white,5,0.43,1.0,9.4,3.17,9.4,0.43,0.06
white,5,0.43,1.0,9.4,3.17,9.4,0.43,0.06
white,5,0.26,0.99,9.4,3.2,1.2,0.42,0.08
white,5,0.26,0.99,9.4,3.2,1.2,0.42,0.08
white,5,0.35,0.99,9.4,3.18,1.8,0.47,0.07
white,5,0.35,0.99,9.4,3.18,1.8,0.47,0.07
white,5,0.28,1.0,9.4,3.16,7.8,0.5,0.04
white,5,0.28,1.0,9.4,3.16,7.8,0.5,0.04
red,5,0.38,1.0,9.4,2.98,2.7,0.54,0.08
red,5,0.88,1.0,9.4,3.24,2.4,0.53,0.09
red,5,0.59,1.0,9.4,3.25,2.0,0.54,0.07
red,5,0.4,1.0,9.4,3.34,1.6,0.58,0.08
red,5,0.53,1.0,9.4,3.15,2.0,0.57,0.1
red,5,0.54,1.0,9.4,3.27,3.4,0.61,0.08
red,5,0.74,1.0,9.4,3.24,2.0,0.66,0.12
red,5,0.41,1.0,9.4,3.44,2.1,0.52,0.08
red,5,0.41,1.0,9.4,3.44,2.1,0.52,0.08
red,5,0.82,1.0,9.4,3.16,4.3,0.53,0.08
red,5,0.38,1.0,9.4,3.42,1.8,0.57,0.07
red,5,0.54,1.0,9.4,3.39,2.3,0.62,0.07
red,5,0.39,1.0,9.4,3.34,1.7,0.58,0.07
red,5,0.67,1.0,9.4,3.17,1.8,0.62,0.12
red,5,0.55,1.0,9.4,3.14,2.9,0.61,0.09
red,5,0.88,1.0,9.4,3.24,2.3,0.53,0.08
white,5,0.36,1.0,9.4,3.27,8.9,0.5,0.04
white,5,0.36,1.0,9.4,3.27,8.9,0.5,0.04
white,5,0.4,1.0,9.4,3.4,5.95,0.57,0.08
white,5,0.4,1.0,9.4,3.12,6.2,0.54,0.07
white,5,0.4,1.0,9.4,3.11,6.2,0.53,0.06
white,5,0.26,1.0,9.4,3.2,8.2,0.51,0.05
white,5,0.35,1.0,9.4,3.07,10.1,0.4,0.05
white,5,0.35,1.0,9.4,3.07,10.1,0.4,0.05
red,5,0.58,1.0,9.4,3.56,1.6,0.84,0.06
red,5,0.44,1.0,9.4,3.22,2.7,0.67,0.1
red,5,0.5,1.0,9.4,3.23,2.9,0.62,0.08
red,5,0.56,1.0,9.4,3.28,3.4,0.62,0.08
red,5,0.7,1.0,9.4,3.51,1.9,0.56,0.08
white,5,0.45,1.0,9.4,3.12,7.2,0.44,0.06
white,5,0.32,0.99,9.3,3.16,4.8,0.5,0.05
white,5,0.32,0.99,9.3,3.16,4.8,0.5,0.05
white,5,0.4,1.0,9.3,3.16,8.9,0.5,0.05
white,5,0.26,0.99,9.3,3.09,1.1,0.54,0.05
white,5,0.24,1.0,9.3,3.23,7.9,0.52,0.05
white,5,0.24,1.0,9.3,3.23,7.9,0.52,0.05
white,5,0.32,1.0,9.3,3.0,11.8,0.54,0.04
white,5,0.32,1.0,9.3,3.0,11.8,0.54,0.04
white,5,0.14,0.99,9.3,3.32,5.4,0.45,0.04
white,5,0.24,1.0,9.3,3.18,11.6,0.57,0.05
white,5,0.28,1.0,9.3,3.19,6.8,0.47,0.05
white,5,0.22,1.0,9.3,3.02,15.4,0.4,0.04
white,5,0.48,1.0,9.3,3.24,10.4,0.45,0.05
white,5,0.36,1.0,9.3,3.17,6.7,0.42,0.18
white,5,0.4,1.0,9.3,3.16,8.9,0.5,0.05
white,5,0.39,1.0,9.3,3.07,11.6,0.53,0.04
white,5,0.28,1.0,9.3,3.19,6.8,0.47,0.05
white,5,0.32,0.99,9.3,3.03,1.4,0.52,0.05
white,5,0.6,0.99,9.3,3.36,2.8,0.38,0.04
white,5,0.26,1.0,9.3,3.11,15.4,0.49,0.05
white,5,0.43,1.0,9.3,3.31,12.0,0.55,0.06
white,5,0.26,1.0,9.3,3.11,15.4,0.49,0.05
white,5,0.23,0.99,9.3,3.18,2.7,0.56,0.05
white,5,0.34,1.0,9.3,3.12,18.35,0.61,0.05
white,5,0.34,0.99,9.3,2.92,1.4,0.5,0.17
white,5,0.39,1.0,9.3,3.03,10.7,0.47,0.1
white,5,0.39,1.0,9.3,3.03,10.7,0.47,0.1
white,5,0.61,0.99,9.3,3.11,1.65,0.57,0.12
white,5,0.29,1.0,9.3,3.1,8.1,0.4,0.21
white,5,0.24,0.99,9.3,3.13,1.1,0.42,0.05
white,5,0.33,0.99,9.3,3.36,1.6,0.5,0.05
white,5,0.33,1.0,9.3,3.38,9.2,0.47,0.05
white,5,0.62,1.0,9.3,3.17,8.7,0.44,0.05
white,5,0.27,1.0,9.3,3.22,8.0,0.43,0.05
white,5,0.27,1.0,9.3,3.22,8.0,0.43,0.05
white,5,0.32,1.0,9.3,3.16,7.7,0.4,0.05
white,5,0.26,1.0,9.3,3.2,4.8,0.38,0.14
white,5,0.27,1.0,9.3,3.2,5.3,0.38,0.14
white,5,0.59,1.0,9.3,2.95,17.35,0.75,0.04
